,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry,Job Title
20654, Not Disclosed by Recruiter ,8 - 13 yrs, Architecture| interior design| revit| Architectural Design,Architectural Services,"Architecture , Interior Design","Architecture, Interior Design",Architect
20655, Not Disclosed by Recruiter ,4 - 8 yrs, .net framework| c#| sql server| Stored Procedures| MVC| Entity Framework| C#.net,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20656,"15,00,000 - 30,00,000 PA.",3 - 7 yrs, analytics| modeling| Risk Management| credit risk| risk analytics,Analytics & BI,Analytics & Business Intelligence,"Banking, Financial Services, Broking",Analytics Manager
20657, Not Disclosed by Recruiter ,2 - 4 yrs, Finance| ca| chartered accountant,Senior Management,"Accounts , Finance , Tax , Company Secretary , Audit","Medical, Healthcare, Hospitals",Head/VP/GM-Finance/Audit
20658, Not Disclosed by Recruiter,6 - 8 Years,adfs|saml|identity management|communication skills|cloud security|Microsoft Azure|SSO,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Technical Architect
20659, Not Disclosed by Recruiter ,2 - 5 yrs, Assurance| Compliance| MIS| Reconciliation| Banking| Money laundering| operational risk management| Workflow| Management| Monitoring,Retail/Personal Banking,"Financial Services , Banking , Investments , Insurance","Education, Teaching, Training",Asset Operations/Documentation-Executive/Manager
20661,"2,00,000 - 3,00,000 PA.",1 - 2 yrs, Hiring| Sourcing,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
20662, Not Disclosed by Recruiter ,2 - 7 yrs, NRI| Relationship Management,Sales Support,"Sales , Retail , Business Development","Banking, Financial Services, Broking",Sales Coordinator
20663, Not Disclosed by Recruiter ,2 - 7 yrs, Business analysis| Analytical| Market research| Product management| Integration testing| Software development life cycle| Competitive intelligence| Test cases| Continuous improvement,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Business Analyst
20664, Not Disclosed by Recruiter ,3 - 5 yrs, QA / development| SQL| scripting c# c| Unix / Linux| Ruby and Redis| Python| Selendroid| Appium,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20665, Not Disclosed by Recruiter ,5 - 10 yrs, Merchandising| Client management| Analytical| Procurement| Marketing strategy| Public relations| MS Office| Director| Relationship| Incharge,Corporate Sales,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager
20667, Not Disclosed by Recruiter,1 - 3 Years,ms sql|unit testing|ms sql server|crystal report|software engineering|problem solving|ssis|sql server|sql,Programming & Design,"IT Software - DBA , Datawarehousing",IT-Software / Software Services,Software Developer
20668, Not Disclosed by Recruiter ,4 - 8 yrs, salesforce| erp| sap| documents| microsoft dynamics| functional consultant| crm,System Design/Implementation/ERP/CRM,"IT Software - ERP , CRM","IT-Software, Software Services",Functional Outside Consultant
20669,"2,25,000 - 3,50,000 PA.",2 - 6 yrs, UI,Creative,"Design , Creative , User Experience","IT-Software, Software Services",User Experience Designer
20670, Fixed + Incentives + Reimbursement ,1 - 5 yrs,sales management| new client acquisition| client servicing| b2b| corporate sales| Key Account Management| enterprise sales| enterprise business,Retail Sales,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager
20671,"1,00,000 - 2,50,000 PA.",0 - 5 yrs, Team Management| Retail| Visual Merchandising| Sales Consulting| Floor Management,Retail Sales,"Sales , Retail , Business Development","Retail, Wholesale",Sales Executive/Officer
20672, Not Disclosed by Recruiter ,2 - 5 yrs, Customer service| Cold calling| Account management| Automation| IT services| Digital marketing| Information technology| MS Office| Email marketing| Social media,Institutional Sales,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales Executive/Officer
20673, Not Disclosed by Recruiter ,2 - 4 yrs, Unix Scripting| Captiva| Production Support| Software Engineering,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20674,"1,50,000 - 3,00,000 PA.",0 - 3 yrs, Customer Support| Captive Unit| Night Shift| Sales Executive Activities| International BPO,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
20675, Not Disclosed by Recruiter ,2 - 7 yrs, spring| java| data structure| multithreading| api| hibernate| design pattern,Programming & Design,IT Software - Mobile,"IT-Software, Software Services",Software Developer
20676, Not Disclosed by Recruiter ,1 - 4 yrs, SEO| Google Analytics,Online/Digital Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services",Search Engine Optimisation /SEO Analyst
20677, Not Disclosed by Recruiter ,6 - 10 yrs, SAS SQL| Tableau| Data Visualization| Hadoop| SAS Developer| Developer| SAS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20678,"4,00,000 - 9,00,000 PA.",1 - 5 yrs, SQL| Unix| C| Python| Production Support,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Support Engineer
20679, Not Disclosed by Recruiter ,10 - 16 yrs,Sales| Key Account Management| B2B Sales,Channel Sales,"Sales , Retail , Business Development","Oil and Gas, Energy, Power, Infrastructure",Key Account Manager
20680, Not Disclosed by Recruiter ,3 - 6 yrs, Sales| FMCG Sales| Channel Management| Sales Planning| Distribution| Sales Strategy,Retail Sales,"Sales , Retail , Business Development","FMCG, Foods, Beverage",Area Sales Manager
20681, Not Disclosed by Recruiter ,1 - 6 yrs, c| HTML| developer| Information technology,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20682, Not Disclosed by Recruiter ,1 - 5 yrs, wordpress| Magento| Shopify| Codeigniter,Programming & Design,"IT Software - eCommerce , Internet Technologies","IT-Software, Software Services",Software Developer
20683, Not Disclosed by Recruiter ,2 - 7 yrs, QA| CAPA| QC| FDA,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Internet, Ecommerce",Quality Assurance/Quality Control Executive
20685,"1,75,000 - 2,25,000 PA.",0 - 0 yrs, Production| Automobile| Quality,Other,"Production , Manufacturing , Maintenance","Automobile, Auto Anciliary, Auto Components",Trainee
20686, Not Disclosed by Recruiter ,2 - 5 yrs,Accounting| Accounts Receivable| Cash Applications| O2C| Finance| MS Office| Journal Entries| Service Level| Change Management| Client Servicing,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
20689,"1,50,000 - 2,75,000 PA.",0 - 5 yrs, customer service| customer care| inbound sales| customer support| life insurance| phone banking| home loan| credit cards| tele - calling| outbound sales| general insurance| mutual funds| telemarketing,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Telecalling/Telemarketing Executive
20690,"3,00,000 - 4,50,000 PA.",3 - 6 yrs,Design Development| USB| RS485| RS232| Embedded Systems| ARM| LCD,Engineering Design,"Engineering Design , R&D","Semiconductors, Electronics",Design Engineer
20691, Not Disclosed by Recruiter ,12 - 17 yrs, Computer vision| advanced analytics| Lead Architect| Renewable energy| data science| Data modeling| Machine learning| Architectural design| Agile| Technology solutions,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Team Lead/Technical Lead
20692,"2,00,000 - 5,00,000 PA.",0 - 5 yrs, bpo| voice process| Travel Process| customer service| customer care| international call center| communication skills,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
20694,"2,00,000 - 2,50,000 PA.",3 - 4 yrs, sales| planning| project coordination| project co - ordinator| key account management| client servicing| Client Relationship Management| Project Management| Project Planning| Project,Project Management,"Site Engineering , Project Management","BPO, Call Centre, ITeS",Project Manager-IT/Software
20695, Not Disclosed by Recruiter ,0 - 1 yrs, Administration| Illustrator| Social media| Project management| MS Word| Event planning| Photoshop| Powerpoint| Internship,Public Relations,"Marketing , Advertising , MR , PR , Media Planning","Real Estate, Property",Public Relations & Media Relations Manager
20696, Not Disclosed by Recruiter ,0 - 1 yrs, Analytics| CRM| Digital marketing| Internship| digital advertising| Performance analysis| Technology solutions| Marketing campaigns| QC,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical)
20697,"2,25,000 - 5,00,000 PA.",2 - 7 yrs, agent| casa| loan| nbfc| financial advisor| agency| health insurance| financial| insurance broking| financial services| life insurance| banking| broking| bank| bfsi| lead generation| insurance sales,Retail Sales,"Sales , Retail , Business Development",Insurance,Sales/Business Development Manager
20698, Not Disclosed by Recruiter ,7 - 9 yrs, Unix| VMware| Project management| Capacity management| Shell scripting| SIP| Information technology| Monitoring| WinTEL| Python,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","Pharma, Biotech, Clinical Research",System Administrator
20699, Not Disclosed by Recruiter ,3 - 8 yrs, Angularjs,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20700,"2,50,000 - 3,25,000 PA.",2 - 3 yrs, Android Application Development| Backend| Android Application| Front End| Unit Testing| Product Design| Problem Solving| Android Development| End User,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
20702, Not Disclosed by Recruiter ,7 - 12 yrs, Automation| microsoft| Information security| Consulting| Information technology| Healthcare| Computer science| Access management| Penetration testing| Cryptography,Senior Management,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Program Manager
20703,"2,50,000 - 3,50,000 PA.",10 - 15 yrs, Accounting| Book Keeping| Banking Sales| Expenses| MIS| Liabilities| Financial Accounting,Accounts,"Accounts , Finance , Tax , Company Secretary , Audit","Printing, Packaging",Financial Accountant
20704, Not Disclosed by Recruiter ,3 - 7 yrs, Market analysis| Publishing| Relationship building| MIS reporting| Change management| Sales| Customer satisfaction| Catering| Sales achievement,Corporate Sales,"Sales , Retail , Business Development","Recruitment, Staffing",Client Servicing/Key Account Manager
20705, Not Disclosed by Recruiter ,1 - 4 yrs, Data Management| Machine Learning| Data Mining| Scripting| Data Visualization| MongoDB| NoSQL| R| MATLAB,Analytics & BI,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst
20706,"2,25,000 - 4,00,000 PA.",0 - 4 yrs, biotechnology| biology| bpt| microbiology| botany| nursing| biomedical| medical coding| bsc| biochemistry| bioinformatics| medical coder| pharmacy| life sciences| msc| zoology,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals",Medical Officer
20707,"5,00,000 - 7,00,000 PA.",3 - 6 yrs, Media Buying| Account Management| Digital Marketing,Other,"IT Software - eCommerce , Internet Technologies","Media, Entertainment, Internet",Outside Consultant
20708, Not Disclosed by Recruiter ,12 - 18 yrs, Corporate Strategy| Strategy Consulting| Corporate Finance| Financial Consulting,Corporate Planning/Consulting/Strategy,"Strategy , Management Consulting , Corporate Planning","Accounting, Finance",Corporate Planning/Strategy Manager
20709, Not Disclosed by Recruiter ,5 - 10 yrs, Product management| Computer science| Agile| customer analytics| cyber security| Neural networks| GCP| Machine learning| Market research| Software product management,Programming & Design,IT Software - System Programming,"IT-Software, Software Services",Product Manager
